"filename", "language", "Markdown", "YAML", "JSON", "Properties", "XML", "Dart", "Swift", "C++", "Ruby", "comment", "blank", "total"
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/navbar/personal/add_borrowed.dart", "Dart", 0, 0, 0, 0, 0, 506, 0, 0, 0, 0, 12, 518
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/navbar/personal/add_borrowed/add_borrowed.dart", "Dart", 0, 0, 0, 0, 0, 479, 0, 0, 0, 0, 12, 491
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/navbar/personal/add_lent/add_lent.dart", "Dart", 0, 0, 0, 0, 0, 506, 0, 0, 0, 0, 12, 518
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/navbar/personal/detailed_item/detailed_item_screen.dart", "Dart", 0, 0, 0, 0, 0, 207, 0, 0, 0, 0, 7, 214
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/navbar/personal/personal_screen.dart", "Dart", 0, 0, 0, 0, 0, 495, 0, 0, 0, 1, 19, 515
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/profile/categories/add_category/add_category_screen.dart", "Dart", 0, 0, 0, 0, 0, 302, 0, 0, 0, 6, 16, 324
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/profile/categories/category_screen.dart", "Dart", 0, 0, 0, 0, 0, 328, 0, 0, 0, 10, 23, 361
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/profile/currency/currency_rates.dart", "Dart", 0, 0, 0, 0, 0, 358, 0, 0, 0, 4, 19, 381
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/profile/export_data/export_data_screen.dart", "Dart", 0, 0, 0, 0, 0, 353, 0, 0, 0, 1, 12, 366
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/profile/feedback/feedback_screen.dart", "Dart", 0, 0, 0, 0, 0, 247, 0, 0, 0, 7, 13, 267
"/Users/hum/StudioProjects/budgetm/lib/screens/dashboard/profile/profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 372, 0, 0, 0, 2, 9, 383
"/Users/hum/StudioProjects/budgetm/lib/screens/onboarding/onboarding_screen.dart", "Dart", 0, 0, 0, 0, 0, 182, 0, 0, 0, 1, 14, 197
"/Users/hum/StudioProjects/budgetm/lib/services/firebase_auth_service.dart", "Dart", 0, 0, 0, 0, 0, 107, 0, 0, 0, 22, 12, 141
"/Users/hum/StudioProjects/budgetm/lib/services/firestore_service.dart", "Dart", 0, 0, 0, 0, 0, 734, 0, 0, 0, 70, 90, 894
"/Users/hum/StudioProjects/budgetm/lib/utils/appTheme.dart", "Dart", 0, 0, 0, 0, 0, 144, 0, 0, 0, 1, 7, 152
"/Users/hum/StudioProjects/budgetm/lib/viewmodels/currency_provider.dart", "Dart", 0, 0, 0, 0, 0, 86, 0, 0, 0, 11, 17, 114
"/Users/hum/StudioProjects/budgetm/lib/viewmodels/home_screen_provider.dart", "Dart", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 5, 29
"/Users/hum/StudioProjects/budgetm/lib/viewmodels/navbar_visibility_provider.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"/Users/hum/StudioProjects/budgetm/lib/viewmodels/theme_provider.dart", "Dart", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 6, 39
"/Users/hum/StudioProjects/budgetm/lib/viewmodels/vacation_mode_provider.dart", "Dart", 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 7, 35
"/Users/hum/StudioProjects/budgetm/memory-bank/activeContext.md", "Markdown", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"/Users/hum/StudioProjects/budgetm/memory-bank/decisionLog.md", "Markdown", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/hum/StudioProjects/budgetm/memory-bank/productContext.md", "Markdown", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 20
"/Users/hum/StudioProjects/budgetm/memory-bank/progress.md", "Markdown", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"/Users/hum/StudioProjects/budgetm/memory-bank/systemPatterns.md", "Markdown", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"/Users/hum/StudioProjects/budgetm/plan.md", "Markdown", 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 177
"/Users/hum/StudioProjects/budgetm/pubspec.yaml", "YAML", 0, 46, 0, 0, 0, 0, 0, 0, 0, 60, 15, 121
"Total", "-", 351, 70, 92, 8, 193, 14559, 19, 1, 31, 522, 939, 16785
